Id,Prediction
492,4513759.923720638
493,4611638.61251796
494,4143782.9349496905
495,3929521.182726653
496,4860408.408706282
497,3655634.0542746703
498,4043472.027795091
499,4743115.168677367
500,4593097.2644212255
501,2423119.995654686
502,3799679.158978943
503,4550748.898175421
504,3525587.8587909928
505,4406535.245434026
506,2877684.5370822973
507,4722586.100730699
508,2748662.056043672
509,4193433.4694238813
510,4741536.233158902
511,4955735.4545134455
512,2187425.7710195617
513,5098599.0294240685
514,3042656.514191089
515,2517523.7778560077
516,2729464.0901758485
517,5054982.362571629
518,4463971.5862608375
519,5180391.309886492
520,3374927.2176126773
521,5580385.057560838
522,4668244.290970084
523,4699752.678973312
524,4611437.605184336
525,4548636.893900098
526,1994670.5507884324
527,5126466.507320178
528,7076922.320178287
529,4031835.54356849
530,4156641.853395376
531,3195936.8963720133
532,4172527.153350876
533,3727186.498587298
534,3939255.0921284687
535,4152041.303271338
536,4879509.406920177
537,2547143.144414423
538,3226761.842237066
539,5911549.775061582
540,4124595.0634882892
541,2978208.5535900877
542,3192353.0544474814
543,3885888.517435709
544,4098571.091651732
545,4247351.600062268
546,2583823.4716551844
547,3941050.2852787976
548,2919332.2256341875
549,3788451.8379828623
550,3463857.770207671
551,4140784.3358090403
552,4248309.251980451
553,4454879.762843533
554,3738099.857835973
555,5905942.951983363
556,2873316.9787146673
557,4160033.679630159
558,2978047.7256751196
559,4046714.704060766
560,5625614.33114765
561,4605780.453960372
562,2913640.462782423
563,4270604.432740053
564,2907568.5955068553
565,4652991.076638995
566,3412535.281557278
567,6599877.39915952
568,3831226.270209275
569,3083288.8958549257
570,5211330.1724413745
571,3873466.0475582466
572,3517388.002393101
573,4737858.301010893
574,3793825.5067975614
575,2849473.890946047
576,5600382.228974375
577,4176049.541896281
578,3589992.4432219905
579,3788582.0226522237
580,3206242.121520844
581,3545787.1680665845
582,6167521.44120838
583,4128418.3626102083
584,4685152.399852379
585,5306422.397063855
586,3838875.258086342
587,3230444.5963866236
588,6483102.363579884
589,3453877.383853432
590,2998074.1798929707
591,3960703.350749522
592,3415393.7945110505
593,3273434.5891692275
594,3503037.1687919917
595,3522761.7504582815
596,3155345.005092374
597,3442456.4839426014
598,3598260.9582494698
599,4496222.675881504
600,4335713.724107648
601,5705044.774562062
602,4098323.285347536
603,2211898.6091106785
604,2649194.4084181567
605,2849329.485573434
606,2843720.3809958566
607,3422749.3711580355
608,2712234.3537859935
609,5251134.660122834
610,6870466.489531041
611,1812089.5233654396
612,6670544.582685413
613,4757325.9138982035
614,4408582.267165072
615,1867256.2135321968
616,5344555.021649947
617,4428905.567808662
618,5888497.385669922
619,3899994.9886587462
620,3890458.8809771095
621,9401726.321378836
622,4187872.1150867813
623,4135699.8883179226
624,2042225.0927280234
625,4117875.7268136623
626,4882347.08464632
627,4710760.066993912
628,3290428.93991343
629,3535558.3400973864
630,5899679.501897429
631,5009738.013662736
632,5260915.405108805
633,5218533.708718943
634,2012757.2936372953
635,3564739.3758732327
636,6134045.952378908
637,4503987.597549876
638,3858668.7579009123
639,3951003.043592595
640,5172605.914384545
641,4582076.390889413
642,2679265.7725601722
643,4606357.1404313175
644,4421842.85274026
645,2921162.5590647743
646,4946291.471845351
647,3141297.278806294
648,2067233.569513862
649,2937530.1392659233
650,3203013.7407581294
651,3913202.817343838
652,4335713.724107648
653,4296680.62312185
654,3085821.378953056
655,4228069.992986133
656,3915388.8327991064
657,4904150.509221743
658,6087580.694539452
659,3437121.737597172
660,5296099.26753612
661,5828026.424514875
662,4649357.564181371
663,4135560.781515825
664,4503987.597549876
665,3459452.5902028596
666,4678951.155519241
667,3930054.6062824824
668,3785848.6736413506
669,4533395.76140178
670,5358763.781652451
671,5765022.286416964
672,3299135.6107031177
673,3841767.847485229
674,4581039.918819306
675,2701481.099155442
676,3306184.3437937167
677,2855610.8344216663
678,3772487.779342937
679,4917045.670863128
680,3622327.6306164293
681,5008866.706725801
682,2990307.4027658394
683,4029211.303917415
684,5506518.264215362
685,4852582.098419824
686,2658610.3909338377
687,2571673.9138640123
688,6699111.638601465
689,2749649.672800761
690,3904541.704868263
691,3050457.9988522977
692,2507737.666810136
693,2855983.198708145
694,2629707.8945301254
695,2598098.0792560047
696,3911116.014010565
697,4496414.860750804
698,5113486.203359217
699,3645707.3298354615
700,6147826.86815946
701,4501159.519890643
702,4005579.4335564687
703,4432025.381959947
704,5126433.510535626
705,7363049.613345387
706,5838140.03495365
707,4213762.020084868
708,4555821.991272695
709,3307548.545583588
710,4925703.83436147
711,5112874.268341248
712,4278095.270611707
713,4022080.9790119696
714,5199914.838237504
715,4679711.372627041
716,3968036.688747077
717,3412533.7406057664
718,5353680.265824635
719,4990592.532366544
720,4136246.383676729
721,6335526.227563685
722,4282894.019288866
723,2793479.036549017
724,4810053.133486211
725,3831960.1965495246
726,2611331.270233811
727,3600388.796372518
728,3761631.0651571066
729,3076017.495281721
730,3239208.262898834
731,3385614.16440381
732,3595533.789854927
733,5463154.047025571
734,3096167.8532482437
735,4029540.9369762875
736,2817496.6428933293
737,4810053.133486211
738,2529932.606476492
739,3986685.04464421
740,5498439.034453447
741,4601435.741571165
742,4151705.576557747
743,4408169.846148717
744,4766123.612782521
745,5869396.287399661
746,3250851.6019433355
747,4908759.242255331
748,4294062.140877745
749,3832647.984012564
750,5134375.2696146
751,2891482.187003589
752,4075735.4390543294
753,1982904.0659820063
754,3045355.3772780052
755,3190734.875431811
756,3239208.262898834
757,4821630.322037634
758,3525072.6284948126
759,4655005.892468542
760,3658139.0431528427
761,3768096.5749179465
762,2662416.90441386
763,2929627.851794584
764,4483642.589775927
765,7107033.606894341
766,3640701.172999262
767,3222234.556721327
768,5437758.074577093
769,4777876.291819328
770,2999119.6664981856
771,4084378.524186042
772,4658348.056915899
773,3439275.379987368
774,4345680.176689668
775,4509333.673537924
776,3972680.475420422
777,4771283.216812915
778,4101594.3400455727
779,3363594.7622392382
780,2876642.1732019917
781,3542582.9458159367
782,5300048.168755719
783,2643605.0862782383
784,5611040.877635928
785,2390831.515301339
786,5560566.681527914
787,3956507.384786531
788,6121309.565243769
789,3292917.2785833576
790,3116259.3378441776
791,4882347.08464632
792,3230574.8370806524
793,2267909.532681751
794,3262277.8015979645
795,4052943.022223227
796,1857826.3824912296
797,3481405.2614608286
798,3422749.3711580355
799,4423024.61829492
800,5437130.037087331
801,4367213.165072681
802,4193771.4302892704
803,3584939.487717729
804,4043384.2058753166
805,3495466.920131198
806,5402538.421480759
807,4398289.488827501
808,2978047.7256751196
809,1957477.5996560915
810,3975034.3838412254
811,3427155.656980451
812,4897718.13729552
813,5383536.170910606
814,2783864.7641955665
815,4906325.742260883
816,4168354.2657903954
817,2674631.816025497
818,3779855.6840875996
819,3030010.3808620824
820,4122840.846170887
821,4158869.648884528
822,4532089.27822904
823,4475897.095100182
824,3700703.6908832076
825,3974357.310302731
826,4641549.23761707
827,3100388.6998900296
828,5132524.734499582
829,2803370.0348134874
830,4555973.257177972
831,4653895.307661702
832,4265006.113940308
833,4519809.890710284
834,5028233.2011656
835,3145398.866011139
836,1926163.8649017392
837,4607678.577426318
838,3433595.6113120737
839,1929095.3677513888
840,4019777.2040167884
841,3322266.88509741
842,4261804.512055106
843,3503543.347992905
844,4955216.279021967
845,4167035.8148224093
846,4584667.161512224
847,4943220.04870798
848,3613756.047832704
849,2890674.3468924444
850,3097966.849210565
851,4010097.6814435474
852,7400158.542306334
853,2656867.485384405
854,2808553.1244802834
855,3678365.05457778
856,5026599.33375325
857,4122585.8220516755
858,3236389.0417225636
859,5166070.7411644235
860,3461846.91797863
861,5103449.164534912
862,2964361.1306662117
863,5817343.364974455
864,4424831.792561052
865,4317322.966122477
866,5806576.603348014
867,3133084.287315305
868,4031835.54356849
869,4398307.004146533
870,1817308.2832301822
871,5270242.664060594
872,3585211.736968506
873,4105194.8764308263
874,4513873.402137319
875,2512016.3875194467
876,3179357.7588237273
877,4955735.4545134455
878,3378613.4264038256
879,5383456.456840754
880,2792789.925725232
881,2874883.29531182
882,6291108.557784943
883,4112581.2456825683
884,3243038.76864041
885,4664148.802170028
886,3901829.631752341
887,4687301.454744789
888,2709224.1175798895
889,4715757.434197653
890,2832893.3346297913
891,4112581.2456825683
892,7272025.612781883
893,3125669.7645442523
894,5463709.892486855
895,4489211.004884532
896,4176366.7459539794
897,3799679.158978943
898,4698307.56529872
899,4339054.877163254
900,3381781.5962689742
901,4606374.959970652
902,4054686.9754423406
903,4131483.9206528463
904,2429268.1987017714
905,3585647.6311406377
906,4564335.514788535
907,3918586.408232935
908,5547155.124371352
909,3699023.88373014
910,3826299.1738748057
911,5663087.337468418
912,3554369.016326627
913,3301104.8528539613
914,3511254.9198119966
915,4942943.858743305
916,1785656.298148638
917,6679939.672048713
918,3026019.9722238337
919,2968893.7692170786
920,3784466.114789625
921,2687439.38638099
922,4040543.9969648835
923,4451659.346961929
924,4807838.132237785
925,6072032.080489037
926,6258739.494952879
927,3722729.762797869
928,4653528.362400895
929,3610696.3259836105
930,3782352.3565981714
931,2375012.7190961987
932,4285872.799317297
933,4876862.483086721
934,3655644.6917194547
935,3660394.5107489144
936,2549669.1728022364
937,3882996.052363348
938,3261490.8780996925
939,6756869.800257862
940,6175399.005960856
941,3873656.103232326
942,3452011.044651479
943,4586663.21346661
944,4654086.5377817545
945,2041396.9049815503
946,5242126.495494485
947,5091089.269085576
948,4541519.465230549
949,3049066.1766594895
950,5477357.944894477
951,4152170.0313807353
952,2714649.204914109
953,3790320.9376204843
954,6032232.312602974
955,4646262.429615345
956,4760146.452322486
957,4604387.746977963
958,4644030.072400156
959,4102333.257967266
960,5333959.09435373
961,4402001.283779039
962,4028669.925421909
963,5631717.909538136
964,7707466.383644153
965,2772447.7758443905
966,4589465.28185973
967,4511941.632399536
968,3776119.2960583754
969,2294892.826857726
970,3352575.33611212
971,3465826.760000812
972,2516543.758309889
973,3262179.2175535215
974,3727827.151023041
975,3467572.4942017747
976,2927736.220469922
977,4559521.418688237
978,3388813.1310323686
979,6245964.39441732
980,4494809.920743608
981,2063212.8619066926
982,3713787.5825971016
983,5755888.349811199
984,6031389.401576794
985,4358459.096287402
986,3017504.4579379037
987,3820703.3030342744
988,5349292.370122215
989,3755634.529152241
990,4083621.015103919
991,1947465.7139184533
992,5391962.453912699
993,4550844.366793746
994,4872070.580722109
995,2599554.814423564
996,4024420.6774795707
997,4621243.956763014
998,3269507.9738555164
999,5184271.3345764335
1000,3629115.463263965
1001,2950281.0664269156
1002,4026859.582614421
1003,4701128.928516585
1004,4870975.036609233
1005,4284252.448568507
1006,6550140.390781332
1007,4176514.303477253
1008,2816449.2466283436
1009,2894528.257140135
1010,3468767.4229864115
1011,5583563.165214971
1012,4427392.086632019
1013,4846861.142792843
1014,4459456.551480759
1015,4985593.508203466
1016,5103449.164534912
1017,4207759.448282447
1018,3622627.3070237893
1019,3588362.1935343943
1020,4028144.31724938
1021,3720469.8295268063
1022,3564475.2268301644
1023,2515806.8355522337
1024,4450192.542266791
1025,5707505.856953398
1026,3189279.3736938722
1027,4036750.9546565376
1028,4025552.4502936527
1029,3208271.838558473
1030,4116675.4331270363
1031,3543058.6737912223
1032,2051496.2916980032
1033,5044843.389366204
1034,6916378.653937792
1035,3395852.122199404
1036,4775326.805152825
1037,3628574.6532660387
1038,5678620.297219908
1039,6118440.876820309
1040,5160321.464638146
1041,2947879.4685376473
1042,1824111.0613544234
1043,4141213.447014252
1044,4630533.007517916
1045,5076991.75080499
1046,4421156.745884452
1047,4986982.946305765
1048,2764947.915797967
1049,4587515.877728766
1050,5285384.509257668
1051,3355244.4475251334
1052,3579835.513273554
1053,3301868.351293943
1054,8575058.890305152
1055,2099901.077692443
1056,5803198.565997043
1057,4621243.956763014
1058,2712234.3537859935
1059,3786270.9873845396
1060,4349957.527593493
1061,3382375.616795418
1062,4049333.631654332
1063,4135423.902172423
1064,4422522.623074291
1065,2801165.2323747543
1066,5205333.818798836
1067,4777876.291819328
1068,4120494.897300498
1069,4343328.037179104
1070,4096719.784264161
1071,4200269.766649204
1072,3907139.382621675
1073,4802820.628083242
1074,6032232.312602974
1075,3431062.050333845
1076,4429579.701860271
1077,2803370.0348134874
1078,3068138.450265208
1079,4020244.200829008
1080,3086507.384298239
1081,3778896.180780513
1082,3599585.839126176
1083,5273289.021296742
1084,2732342.3903857
1085,1812089.5233654396
1086,4561532.587957738
1087,3381781.5962689742
1088,4823182.786756874
1089,3165097.172251261
1090,4340886.8943132125
1091,3453459.8656717855
1092,4295198.22958634
1093,3932265.6977021294
1094,4568323.643040944
1095,3913978.079545098
1096,1848294.649880055
1097,4414594.6535361055
1098,2604630.4944563275
1099,4609273.551988592
1100,3370706.0737403226
1101,4377963.776404352
1102,4080180.3979389854
1103,3713089.9538164968
1104,4738161.56593102
1105,3354985.905450626
1106,3430220.825880986
1107,4467069.971134457
1108,4214639.472031415
1109,5442984.157421713
1110,3572237.604823637
1111,4664100.661900272
1112,3249542.097741692
1113,2600258.9958212324
1114,4019322.0096062985
1115,2237800.128750518
1116,2555565.8728665123
1117,5820597.117946196
1118,4458320.828861566
1119,2670685.4316693153
1120,4066868.8924725484
1121,1867256.2135321968
1122,3978751.46872339
1123,2820957.6248993156
1124,3150921.7605636553
1125,6013202.128324608
1126,4757066.3324938
1127,2767278.388516354
1128,3503484.224779882
1129,4606609.132137852
1130,3890458.8809771095
1131,4811167.147531872
1132,4283901.564175962
1133,3446956.941322962
1134,3760662.6821390823
1135,2801777.6348584923
1136,5038784.39258165
1137,2354618.5787865943
1138,6422006.612849767
1139,4145475.4851508266
1140,5242500.96286534
1141,4155904.919165524
1142,4917914.113186756
1143,4210311.287293791
1144,2058646.5390263079
1145,4438429.321163756
1146,3589992.4432219905
1147,5470349.992777079
1148,3809166.4673367618
1149,5599473.5572881
1150,3701661.9752755193
1151,1799150.992244388
1152,2844715.123616843
1153,4942413.530440582
1154,3422699.923833894
1155,3800575.899035495
1156,4771902.018898529
1157,4536815.8116973415
1158,4908759.242255331
1159,3375423.465359552
1160,4164258.232491136
1161,4893716.558130211
1162,4678754.672656138
1163,3921493.356202658
1164,4160068.757645576
1165,4655112.2256911965
1166,5235348.045290046
1167,5239486.982778033
1168,1845421.3332688736
1169,6353484.574359332
1170,3975309.100269687
1171,2894528.257140135
1172,1901252.2986628348
1173,4760146.452322486
1174,3045355.3772780052
1175,3713526.737981069
1176,5190718.523718235
1177,3966985.932952276
1178,4445353.272425827
1179,3781639.0892653805
1180,3499962.063477798
1181,5085827.292888879
1182,4690934.544304285
1183,2766407.19868584
1184,3776119.2960583754
1185,2715727.288549546
1186,4403497.472182725
1187,3710048.572740279
1188,4267942.398259808
1189,4193970.3920468
1190,5456264.60245212
1191,3850075.303270426
1192,3822212.2079685084
1193,2973558.199939425
1194,4451604.223708649
1195,4179964.9402626655
1196,4199646.556263861
1197,2522405.2261505392
1198,3831166.6787773995
1199,4051367.625039818
1200,6651359.137429433
1201,4477392.402093095
1202,3303755.444889298
1203,2974992.473468137
1204,2698446.659838698
1205,2528513.8388506747
1206,5159412.623995795
1207,4095648.8545224946
1208,4028144.31724938
1209,4551079.128736966
1210,2857712.6622538334
1211,2838938.176051093
1212,4257258.299008346
1213,4886786.175761826
1214,4218219.084170908
1215,3355136.6796243917
1216,3562720.788663006
1217,2693353.1904130136
1218,3026665.7618941152
1219,3429779.153431958
1220,3834353.8575414717
1221,4977624.40599267
1222,4742385.963082239
1223,4860486.857025169
1224,5534365.02414648
1225,4510090.597451112
1226,2508848.0210375497
1227,4264059.322136866
1228,3895073.5673591397
1229,4817357.927902038
1230,4097759.766959614
1231,4663318.56472764
1232,2083298.5569422243
1233,4601424.247517339
1234,5260915.405108805
1235,2617939.217903146
1236,3820277.88703669
1237,2654998.978158047
1238,4041686.2713536215
1239,5114250.892693865
1240,3594015.750736476
1241,3500800.5827066493
1242,4605780.453960372
1243,3713992.071090531
1244,4513759.923720638
1245,3294877.9996411176
1246,2617939.217903146
1247,4170647.7845535483
1248,1803243.9660913246
1249,5456900.068871932
1250,4115793.6916994117
1251,3641668.7220061985
1252,2834010.0644370834
1253,6136253.355710717
1254,3735319.9957333524
1255,2910309.7634312254
1256,4698975.729135237
1257,3493999.604917761
1258,4690670.088616857
1259,3198806.6303345636
1260,3727228.609679658
1261,6647743.675850368
1262,4265202.156313365
1263,2532188.1614073566
1264,4743115.168677367
1265,3731617.4603048153
1266,3640705.3941091215
1267,4954005.104171923
1268,3153024.752004135
1269,4013970.7766889893
1270,3461625.475277386
1271,5302426.534386038
1272,4129800.821298125
1273,2571673.9138640123
1274,3364149.0247776005
1275,5881894.876510125
1276,3356519.4943136005
1277,2629707.8945301254
1278,6119483.827981407
1279,3045355.3772780052
1280,3665057.3324973034
1281,3542460.048352827
1282,4555448.5847109845
1283,2054715.5436550262
1284,4411168.9000098985
1285,6114893.274923002
1286,1831284.4164388934
1287,3447016.81068007
1288,2875359.2844397086
1289,2611331.270233811
1290,3346188.3181473794
1291,3350712.125011487
1292,8624279.7556753
1293,3965464.8133207327
1294,5329205.453373408
1295,4877050.020048915
1296,7011297.672000743
1297,4397389.892385922
1298,2917205.0522885458
1299,4854784.981012949
1300,5275075.551586148
1301,2617939.217903146
1302,4061387.919658195
1303,4172065.8223922127
1304,2786535.5131937205
1305,5396012.04112108
1306,5011698.12237726
1307,5315198.707510009
1308,6757900.996475347
1309,2814928.959334606
1310,4063398.273753554
1311,4759000.773559744
1312,3343665.102121486
1313,5567749.948985156
1314,3143183.8043732555
1315,4391211.149774945
1316,4713494.54510044
1317,4771918.050284171
1318,4440588.498009432
1319,5348870.848385408
1320,4599114.288245102
1321,4521308.664830513
1322,3491441.332132224
